,Time,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed,Julian_Date,CH4_ppm,CO2_ppm,CH4_ppm_adjusted,CO2_ppm_adjusted
613,01/01/2000 00:10:19.252,2017,11,7,16.0,5.0,19.252,662719.252,2458065.17036,12.3879,1135.56,16.8952402461,332.073811414
614,01/01/2000 00:10:20.229,2017,11,7,16.0,5.0,20.229,662720.229,2458065.17037,12.4228,1133.67,16.9496805505,331.521115385
615,01/01/2000 00:10:21.206,2017,11,7,16.0,5.0,21.206,662721.206,2458065.17038,12.4599,1131.82,17.007552622,330.980116625
616,01/01/2000 00:10:22.183,2017,11,7,16.0,5.0,22.183,662722.183,2458065.1704,12.5071,1131.07,17.081179624,330.760792804
617,01/01/2000 00:10:23.160,2017,11,7,16.0,5.0,23.16,662723.16,2458065.17041,12.5447,1129.07,17.1398316425,330.17592928
618,01/01/2000 00:10:24.138,2017,11,7,16.0,5.0,24.138,662724.138,2458065.17042,12.5803,1127.42,17.1953638728,329.693416873
619,01/01/2000 00:10:25.114,2017,11,7,16.0,5.0,25.114,662725.114,2458065.17043,12.6181,1126.67,17.2543278702,329.474093052
620,01/01/2000 00:10:26.092,2017,11,7,16.0,5.0,26.092,662726.092,2458065.17044,12.6442,1125.62,17.2950411064,329.167039702
621,01/01/2000 00:10:27.069,2017,11,7,16.0,5.0,27.069,662727.069,2458065.17045,12.6807,1124.64,17.3519772414,328.880456576
622,01/01/2000 00:10:28.045,2017,11,7,16.0,5.0,28.045,662728.045,2458065.17046,12.7027,1124.2,17.3862949118,328.7517866
623,01/01/2000 00:10:29.022,2017,11,7,16.0,5.0,29.022,662729.022,2458065.17047,12.7359,1123.72,17.4380833963,328.611419355
624,01/01/2000 00:10:29.999,2017,11,7,16.0,5.0,29.999,662729.999,2458065.17049,12.7642,1123.21,17.4822283996,328.462279156
625,01/01/2000 00:10:30.976,2017,11,7,16.0,5.0,30.976,662730.976,2458065.1705,12.7866,1122.59,17.5171700277,328.280971464
626,01/01/2000 00:10:31.953,2017,11,7,16.0,5.0,31.953,662731.953,2458065.17051,12.816,1122.87,17.5630309145,328.362852357
627,01/01/2000 00:10:32.929,2017,11,7,16.0,5.0,32.929,662732.929,2458065.17052,12.8312,1123.33,17.586741305,328.497370968
628,01/01/2000 00:10:33.907,2017,11,7,16.0,5.0,33.907,662733.907,2458065.17053,12.8558,1122.68,17.6251147001,328.307290323
629,01/01/2000 00:10:34.884,2017,11,7,16.0,5.0,34.884,662734.884,2458065.17054,12.8691,1123.0,17.6458612917,328.400868486
630,01/01/2000 00:10:35.860,2017,11,7,16.0,5.0,35.86,662735.86,2458065.17055,12.8774,1122.82,17.6588084128,328.348230769
631,01/01/2000 00:10:36.837,2017,11,7,16.0,5.0,36.837,662736.837,2458065.17057,12.8908,1123.82,17.6797109939,328.640662531
632,01/01/2000 00:10:37.814,2017,11,7,16.0,5.0,37.814,662737.814,2458065.17058,12.9011,1123.7,17.6957779032,328.60557072
633,01/01/2000 00:10:38.791,2017,11,7,16.0,5.0,38.791,662738.791,2458065.17059,12.9062,1125.09,17.7037333632,329.012050868
634,01/01/2000 00:10:39.768,2017,11,7,16.0,5.0,39.768,662739.768,2458065.1706,12.907,1125.5,17.7049812785,329.131947891
635,01/01/2000 00:10:40.745,2017,11,7,16.0,5.0,40.745,662740.745,2458065.17061,12.9148,1125.79,17.7171484525,329.216753102
636,01/01/2000 00:10:41.721,2017,11,7,16.0,5.0,41.721,662741.721,2458065.17062,12.9099,1126.45,17.7095049714,329.409758065
637,01/01/2000 00:10:42.699,2017,11,7,16.0,5.0,42.699,662742.699,2458065.17063,12.9038,1126.74,17.6999896173,329.494563275
638,01/01/2000 00:10:43.675,2017,11,7,16.0,5.0,43.675,662743.675,2458065.17064,12.9077,1127.1,17.7060732044,329.59983871
639,01/01/2000 00:10:44.652,2017,11,7,16.0,5.0,44.652,662744.652,2458065.17066,12.902,1127.32,17.6971818079,329.664173697
640,01/01/2000 00:10:45.629,2017,11,7,16.0,5.0,45.629,662745.629,2458065.17067,12.8975,1127.24,17.6901622844,329.640779156
641,01/01/2000 00:10:46.606,2017,11,7,16.0,5.0,46.606,662746.606,2458065.17068,12.8965,1126.72,17.6886023903,329.48871464
642,01/01/2000 00:10:47.583,2017,11,7,16.0,5.0,47.583,662747.583,2458065.17069,12.8986,1126.25,17.691878168,329.351271712
643,01/01/2000 00:10:48.560,2017,11,7,16.0,5.0,48.56,662748.56,2458065.1707,12.8987,1125.27,17.6920341574,329.064688586
644,01/01/2000 00:10:49.536,2017,11,7,16.0,5.0,49.536,662749.536,2458065.17071,12.9037,1124.33,17.6998336279,328.78980273
645,01/01/2000 00:10:50.514,2017,11,7,16.0,5.0,50.514,662750.514,2458065.17072,12.9079,1123.7,17.7063851832,328.60557072
646,01/01/2000 00:10:51.491,2017,11,7,16.0,5.0,51.491,662751.491,2458065.17073,12.9109,1122.74,17.7110648655,328.324836228
647,01/01/2000 00:10:52.467,2017,11,7,16.0,5.0,52.467,662752.467,2458065.17075,12.9148,1120.66,17.7171484525,327.716578164
648,01/01/2000 00:10:53.445,2017,11,7,16.0,5.0,53.445,662753.445,2458065.17076,12.9226,1120.31,17.7293156266,327.614227047
649,01/01/2000 00:10:54.422,2017,11,7,16.0,5.0,54.422,662754.422,2458065.17077,12.9142,1119.51,17.7162125161,327.380281638
650,01/01/2000 00:10:55.398,2017,11,7,16.0,5.0,55.398,662755.398,2458065.17078,12.9196,1118.51,17.7246359443,327.087849876
651,01/01/2000 00:10:56.375,2017,11,7,16.0,5.0,56.375,662756.375,2458065.17079,12.9173,1118.73,17.7210481878,327.152184864
652,01/01/2000 00:10:57.352,2017,11,7,16.0,5.0,57.352,662757.352,2458065.1708,12.8981,1117.4,17.6910982209,326.76325062
653,01/01/2000 00:10:58.328,2017,11,7,16.0,5.0,58.328,662758.328,2458065.17081,12.8785,1117.36,17.6605242964,326.75155335
654,01/01/2000 00:10:59.306,2017,11,7,16.0,5.0,59.306,662759.306,2458065.17083,12.8673,1118.46,17.6430534823,327.073228288
655,01/01/2000 00:11:00.282,2017,11,7,16.0,6.0,0.282,662760.282,2458065.17084,12.8366,1118.72,17.5951647332,327.149260546
656,01/01/2000 00:11:01.259,2017,11,7,16.0,6.0,1.259,662761.259,2458065.17085,12.8021,1118.76,17.5413483864,327.160957816
657,01/01/2000 00:11:02.237,2017,11,7,16.0,6.0,2.237,662762.237,2458065.17086,12.7672,1119.79,17.4869080819,327.462162531
658,01/01/2000 00:11:03.213,2017,11,7,16.0,6.0,3.213,662763.213,2458065.17087,12.7177,1120.92,17.4096933235,327.792610422
659,01/01/2000 00:11:04.190,2017,11,7,16.0,6.0,4.19,662764.19,2458065.17088,12.6751,1121.73,17.3432418344,328.029480149
660,01/01/2000 00:11:05.167,2017,11,7,16.0,6.0,5.167,662765.167,2458065.17089,12.6222,1122.86,17.260723436,328.35992804
661,01/01/2000 00:11:06.144,2017,11,7,16.0,6.0,6.144,662766.144,2458065.1709,12.5706,1124.26,17.1802328999,328.769332506
662,01/01/2000 00:11:07.121,2017,11,7,16.0,6.0,7.121,662767.121,2458065.17092,12.5072,1125.57,17.0813356134,329.152418114
663,01/01/2000 00:11:08.098,2017,11,7,16.0,6.0,8.098,662768.098,2458065.17093,12.4544,1126.92,16.9989732044,329.547200993
664,01/01/2000 00:11:09.074,2017,11,7,16.0,6.0,9.074,662769.074,2458065.17094,12.3896,1128.46,16.897892066,329.997545906
665,01/01/2000 00:11:10.051,2017,11,7,16.0,6.0,10.051,662770.051,2458065.17095,12.3183,1129.71,16.786671616,330.363085608
666,01/01/2000 00:11:11.028,2017,11,7,16.0,6.0,11.028,662771.028,2458065.17096,12.2573,1130.83,16.6915180753,330.690609181
667,01/01/2000 00:11:12.005,2017,11,7,16.0,6.0,12.005,662772.005,2458065.17097,12.194,1132.26,16.5927767782,331.1087866
668,01/01/2000 00:11:12.982,2017,11,7,16.0,6.0,12.982,662772.982,2458065.17098,12.126,1133.14,16.4867039787,331.366126551
669,01/01/2000 00:11:13.959,2017,11,7,16.0,6.0,13.959,662773.959,2458065.17099,12.0591,1135.43,16.3823470627,332.035795285
670,01/01/2000 00:11:14.935,2017,11,7,16.0,6.0,14.935,662774.935,2458065.17101,11.9947,1135.41,16.2818898821,332.02994665
671,01/01/2000 00:11:15.913,2017,11,7,16.0,6.0,15.913,662775.913,2458065.17102,11.9319,1136.2,16.183928532,332.260967742
672,01/01/2000 00:11:16.890,2017,11,7,16.0,6.0,16.89,662776.89,2458065.17103,11.8701,1137.33,16.087527076,332.591415633
673,01/01/2000 00:11:17.865,2017,11,7,16.0,6.0,17.865,662777.865,2458065.17104,11.8137,1138.35,15.9995490482,332.88969603
674,01/01/2000 00:11:18.842,2017,11,7,16.0,6.0,18.842,662778.842,2458065.17105,11.7553,1139.17,15.9084512322,333.129490074
675,01/01/2000 00:11:19.820,2017,11,7,16.0,6.0,19.82,662779.82,2458065.17106,11.7066,1140.17,15.832484389,333.421921836
676,01/01/2000 00:11:20.797,2017,11,7,16.0,6.0,20.797,662780.797,2458065.17107,11.6535,1140.79,15.7496540118,333.603229529
677,01/01/2000 00:11:21.775,2017,11,7,16.0,6.0,21.775,662781.775,2458065.17109,11.6036,1141.67,15.6718152957,333.860569479
678,01/01/2000 00:11:22.751,2017,11,7,16.0,6.0,22.751,662782.751,2458065.1711,11.5588,1143.34,15.6019320396,334.348930521
679,01/01/2000 00:11:23.728,2017,11,7,16.0,6.0,23.728,662783.728,2458065.17111,11.5124,1143.7,15.5295529529,334.454205955
680,01/01/2000 00:11:24.705,2017,11,7,16.0,6.0,24.705,662784.705,2458065.17112,11.4639,1144.55,15.4538980886,334.702772953
681,01/01/2000 00:11:25.681,2017,11,7,16.0,6.0,25.681,662785.681,2458065.17113,11.4287,1145.67,15.3989898159,335.030296526
682,01/01/2000 00:11:26.659,2017,11,7,16.0,6.0,26.659,662786.659,2458065.17114,11.3856,1147.45,15.3317583797,335.550825062
683,01/01/2000 00:11:27.636,2017,11,7,16.0,6.0,27.636,662787.636,2458065.17115,11.3483,1147.3,15.2735743295,335.506960298
684,01/01/2000 00:11:28.612,2017,11,7,16.0,6.0,28.612,662788.612,2458065.17116,11.3062,1148.68,15.2079027874,335.910516129
685,01/01/2000 00:11:29.589,2017,11,7,16.0,6.0,29.589,662789.589,2458065.17118,11.2777,1149.84,15.1634458053,336.249736973
686,01/01/2000 00:11:30.566,2017,11,7,16.0,6.0,30.566,662790.566,2458065.17119,11.2337,1150.49,15.0948104645,336.439817618
687,01/01/2000 00:11:31.542,2017,11,7,16.0,6.0,31.542,662791.542,2458065.1712,11.2061,1151.36,15.051757387,336.694233251
688,01/01/2000 00:11:32.519,2017,11,7,16.0,6.0,32.519,662792.519,2458065.17121,11.1789,1153.02,15.0093282672,337.179669975
689,01/01/2000 00:11:33.496,2017,11,7,16.0,6.0,33.496,662793.496,2458065.17122,11.1461,1152.93,14.9581637404,337.153351117
690,01/01/2000 00:11:34.473,2017,11,7,16.0,6.0,34.473,662794.473,2458065.17123,11.1166,1154.1,14.9121468642,337.495496278
691,01/01/2000 00:11:35.449,2017,11,7,16.0,6.0,35.449,662795.449,2458065.17124,11.0947,1156.04,14.8779851832,338.062813896
692,01/01/2000 00:11:36.426,2017,11,7,16.0,6.0,36.426,662796.426,2458065.17125,11.065,1156.46,14.8316563281,338.185635236
693,01/01/2000 00:11:37.403,2017,11,7,16.0,6.0,37.403,662797.403,2458065.17127,11.0439,1157.61,14.7987425624,338.521931762
694,01/01/2000 00:11:38.381,2017,11,7,16.0,6.0,38.381,662798.381,2458065.17128,11.0209,1158.48,14.7628649979,338.776347395
695,01/01/2000 00:11:39.359,2017,11,7,16.0,6.0,39.359,662799.359,2458065.17129,10.999,1159.15,14.7287033169,338.972276675
696,01/01/2000 00:11:40.338,2017,11,7,16.0,6.0,40.338,662800.338,2458065.1713,10.9749,1160.32,14.6911098688,339.314421836
697,01/01/2000 00:11:41.311,2017,11,7,16.0,6.0,41.311,662801.311,2458065.17131,10.96,1161.61,14.6678674466,339.691658809
698,01/01/2000 00:11:42.288,2017,11,7,16.0,6.0,42.288,662802.288,2458065.17132,10.9392,1163.1,14.6354216491,340.127382134
699,01/01/2000 00:11:43.266,2017,11,7,16.0,6.0,43.266,662803.266,2458065.17133,10.9192,1163.21,14.6042237669,340.159549628
700,01/01/2000 00:11:44.243,2017,11,7,16.0,6.0,44.243,662804.243,2458065.17135,10.9078,1164.46,14.5864409741,340.52508933
701,01/01/2000 00:11:45.218,2017,11,7,16.0,6.0,45.218,662805.218,2458065.17136,10.8961,1165.89,14.568190213,340.943266749
702,01/01/2000 00:11:46.195,2017,11,7,16.0,6.0,46.195,662806.195,2458065.17137,10.8848,1167.05,14.5505634095,341.282487593
703,01/01/2000 00:11:47.172,2017,11,7,16.0,6.0,47.172,662807.172,2458065.17138,10.8684,1167.7,14.5249811461,341.472568238
704,01/01/2000 00:11:48.149,2017,11,7,16.0,6.0,48.149,662808.149,2458065.17139,10.8597,1168.79,14.5114100674,341.791318859
705,01/01/2000 00:11:49.126,2017,11,7,16.0,6.0,49.126,662809.126,2458065.1714,10.8502,1169.98,14.4965910733,342.139312655
706,01/01/2000 00:11:50.103,2017,11,7,16.0,6.0,50.103,662810.103,2458065.17141,10.8422,1170.46,14.4841119205,342.279679901
707,01/01/2000 00:11:51.080,2017,11,7,16.0,6.0,51.08,662811.08,2458065.17142,10.836,1173.08,14.474440577,343.045851117
708,01/01/2000 00:11:52.057,2017,11,7,16.0,6.0,52.057,662812.057,2458065.17144,10.8286,1173.57,14.4628973606,343.18914268
709,01/01/2000 00:11:53.033,2017,11,7,16.0,6.0,53.033,662813.033,2458065.17145,10.8208,1174.54,14.4507301865,343.472801489
710,01/01/2000 00:11:54.010,2017,11,7,16.0,6.0,54.01,662814.01,2458065.17146,10.8115,1176.08,14.4362231713,343.923146402
711,01/01/2000 00:11:54.987,2017,11,7,16.0,6.0,54.987,662814.987,2458065.17147,10.806,1176.77,14.4276437537,344.124924318
712,01/01/2000 00:11:55.965,2017,11,7,16.0,6.0,55.965,662815.965,2458065.17148,10.8014,1177.19,14.4204682408,344.247745658
713,01/01/2000 00:11:56.942,2017,11,7,16.0,6.0,56.942,662816.942,2458065.17149,10.7909,1178.44,14.4040893526,344.61328536
714,01/01/2000 00:11:57.918,2017,11,7,16.0,6.0,57.918,662817.918,2458065.1715,10.7843,1179.36,14.3937940515,344.882322581
715,01/01/2000 00:11:58.895,2017,11,7,16.0,6.0,58.895,662818.895,2458065.17151,10.7791,1179.42,14.3856826021,344.899868486
716,01/01/2000 00:11:59.872,2017,11,7,16.0,6.0,59.872,662819.872,2458065.17153,10.772,1180.71,14.3746073539,345.277105459
717,01/01/2000 00:12:00.849,2017,11,7,16.0,7.0,0.849,662820.849,2458065.17154,10.7659,1181.51,14.3650919999,345.511050868
718,01/01/2000 00:12:01.825,2017,11,7,16.0,7.0,1.825,662821.825,2458065.17155,10.7605,1181.92,14.3566685717,345.630947891
719,01/01/2000 00:12:02.802,2017,11,7,16.0,7.0,2.802,662822.802,2458065.17156,10.7505,1182.95,14.3410696306,345.932152605
720,01/01/2000 00:12:03.781,2017,11,7,16.0,7.0,3.781,662823.781,2458065.17157,10.7477,1184.11,14.3367019271,346.271373449
721,01/01/2000 00:12:04.757,2017,11,7,16.0,7.0,4.757,662824.757,2458065.17158,10.7344,1185.24,14.3159553354,346.60182134
722,01/01/2000 00:12:05.735,2017,11,7,16.0,7.0,5.735,662825.735,2458065.17159,10.7312,1185.36,14.3109636743,346.636913151
723,01/01/2000 00:12:06.711,2017,11,7,16.0,7.0,6.711,662826.711,2458065.17161,10.7301,1186.45,14.3092477907,346.955663772
724,01/01/2000 00:12:07.687,2017,11,7,16.0,7.0,7.687,662827.687,2458065.17162,10.7187,1185.81,14.2914649979,346.768507444
725,01/01/2000 00:12:08.664,2017,11,7,16.0,7.0,8.664,662828.664,2458065.17163,10.7132,1186.45,14.2828855803,346.955663772
726,01/01/2000 00:12:09.641,2017,11,7,16.0,7.0,9.641,662829.641,2458065.17164,10.7089,1188.04,14.2761780356,347.420630273
727,01/01/2000 00:12:10.617,2017,11,7,16.0,7.0,10.617,662830.617,2458065.17165,10.7,1187.56,14.262294978,347.280263027
728,01/01/2000 00:12:11.594,2017,11,7,16.0,7.0,11.594,662831.594,2458065.17166,10.7006,1187.82,14.2632309145,347.356295285
729,01/01/2000 00:12:12.571,2017,11,7,16.0,7.0,12.571,662832.571,2458065.17167,10.693,1188.98,14.2513757193,347.695516129
730,01/01/2000 00:12:13.550,2017,11,7,16.0,7.0,13.55,662833.55,2458065.17168,10.6861,1188.5,14.2406124499,347.555148883
731,01/01/2000 00:12:14.527,2017,11,7,16.0,7.0,14.527,662834.527,2458065.1717,10.6866,1189.28,14.241392397,347.783245658
732,01/01/2000 00:12:15.503,2017,11,7,16.0,7.0,15.503,662835.503,2458065.17171,10.6751,1189.58,14.2234536147,347.870975186
733,01/01/2000 00:12:16.480,2017,11,7,16.0,7.0,16.48,662836.48,2458065.17172,10.6724,1190.41,14.2192419006,348.113693548
734,01/01/2000 00:12:17.456,2017,11,7,16.0,7.0,17.456,662837.456,2458065.17173,10.6574,1190.87,14.1958434889,348.248212159
735,01/01/2000 00:12:18.433,2017,11,7,16.0,7.0,18.433,662838.433,2458065.17174,10.654,1190.48,14.190539849,348.134163772
736,01/01/2000 00:12:19.409,2017,11,7,16.0,7.0,19.409,662839.409,2458065.17175,10.6453,1190.65,14.1769687702,348.183877171
737,01/01/2000 00:12:20.386,2017,11,7,16.0,7.0,20.386,662840.386,2458065.17176,10.6384,1190.6,14.1662055009,348.169255583
738,01/01/2000 00:12:21.363,2017,11,7,16.0,7.0,21.363,662841.363,2458065.17178,10.6241,1191.05,14.1438990151,348.300849876
739,01/01/2000 00:12:22.340,2017,11,7,16.0,7.0,22.34,662842.34,2458065.17179,10.6265,1191.15,14.147642761,348.330093052
740,01/01/2000 00:12:23.317,2017,11,7,16.0,7.0,23.317,662843.317,2458065.1718,10.6194,1191.54,14.1365675128,348.444141439
741,01/01/2000 00:12:24.294,2017,11,7,16.0,7.0,24.294,662844.294,2458065.17181,10.6176,1192.06,14.1337597034,348.596205955
742,01/01/2000 00:12:25.271,2017,11,7,16.0,7.0,25.271,662845.271,2458065.17182,10.6078,1192.35,14.1184727411,348.681011166
743,01/01/2000 00:12:26.248,2017,11,7,16.0,7.0,26.248,662846.248,2458065.17183,10.6035,1192.79,14.1117651964,348.809681141
744,01/01/2000 00:12:27.225,2017,11,7,16.0,7.0,27.225,662847.225,2458065.17184,10.6026,1193.23,14.1103612917,348.938351117
745,01/01/2000 00:12:28.202,2017,11,7,16.0,7.0,28.202,662848.202,2458065.17185,10.5969,1192.73,14.1014698953,348.792135236
746,01/01/2000 00:12:29.179,2017,11,7,16.0,7.0,29.179,662849.179,2458065.17187,10.6,1193.84,14.106305567,349.116734491
747,01/01/2000 00:12:30.156,2017,11,7,16.0,7.0,30.156,662850.156,2458065.17188,10.5993,1193.7,14.1052136412,349.075794045
748,01/01/2000 00:12:31.133,2017,11,7,16.0,7.0,31.133,662851.133,2458065.17189,10.5935,1194.94,14.0961662553,349.438409429
749,01/01/2000 00:12:32.111,2017,11,7,16.0,7.0,32.111,662852.111,2458065.1719,10.5893,1194.35,14.0896147001,349.26587469
750,01/01/2000 00:12:33.087,2017,11,7,16.0,7.0,33.087,662853.087,2458065.17191,10.5929,1194.58,14.0952303189,349.333133995
751,01/01/2000 00:12:34.064,2017,11,7,16.0,7.0,34.064,662854.064,2458065.17192,10.5912,1195.57,14.0925784989,349.622641439
752,01/01/2000 00:12:35.040,2017,11,7,16.0,7.0,35.04,662855.04,2458065.17193,10.5938,1195.93,14.0966342236,349.727916873
753,01/01/2000 00:12:36.017,2017,11,7,16.0,7.0,36.017,662856.017,2458065.17194,10.5947,1196.25,14.0980381283,349.821495037
754,01/01/2000 00:12:36.995,2017,11,7,16.0,7.0,36.995,662856.995,2458065.17196,10.5927,1197.24,14.09491834,350.111002481
755,01/01/2000 00:12:37.970,2017,11,7,16.0,7.0,37.97,662857.97,2458065.17197,10.5948,1197.66,14.0981941177,350.233823821
756,01/01/2000 00:12:38.947,2017,11,7,16.0,7.0,38.947,662858.947,2458065.17198,10.5945,1198.17,14.0977261494,350.38296402
757,01/01/2000 00:12:39.924,2017,11,7,16.0,7.0,39.924,662859.924,2458065.17199,10.6039,1198.36,14.1123891541,350.438526055
758,01/01/2000 00:12:40.901,2017,11,7,16.0,7.0,40.901,662860.901,2458065.172,10.605,1199.07,14.1141050376,350.646152605
759,01/01/2000 00:12:41.878,2017,11,7,16.0,7.0,41.878,662861.878,2458065.17201,10.6086,1199.38,14.1197206564,350.736806452
760,01/01/2000 00:12:42.855,2017,11,7,16.0,7.0,42.855,662862.855,2458065.17202,10.6205,1199.56,14.1382833963,350.789444169
761,01/01/2000 00:12:43.832,2017,11,7,16.0,7.0,43.832,662863.832,2458065.17204,10.6233,1200.89,14.1426510998,351.178378412
762,01/01/2000 00:12:44.809,2017,11,7,16.0,7.0,44.809,662864.809,2458065.17205,10.6272,1201.22,14.1487346868,351.274880893
763,01/01/2000 00:12:45.785,2017,11,7,16.0,7.0,45.785,662865.785,2458065.17206,10.6338,1202.03,14.159029988,351.51175062
764,01/01/2000 00:12:46.763,2017,11,7,16.0,7.0,46.763,662866.763,2458065.17207,10.6417,1202.55,14.1713531514,351.663815136
765,01/01/2000 00:12:47.739,2017,11,7,16.0,7.0,47.739,662867.739,2458065.17208,10.6434,1202.27,14.1740049714,351.581934243
766,01/01/2000 00:12:48.716,2017,11,7,16.0,7.0,48.716,662868.716,2458065.17209,10.6497,1203.05,14.1838323043,351.810031017
767,01/01/2000 00:12:49.694,2017,11,7,16.0,7.0,49.694,662869.694,2458065.1721,10.6521,1203.51,14.1875760502,351.944549628
768,01/01/2000 00:12:50.670,2017,11,7,16.0,7.0,50.67,662870.67,2458065.17211,10.6587,1203.96,14.1978713513,352.076143921
769,01/01/2000 00:12:51.648,2017,11,7,16.0,7.0,51.648,662871.648,2458065.17213,10.6664,1204.22,14.2098825359,352.152176179
770,01/01/2000 00:12:52.628,2017,11,7,16.0,7.0,52.628,662872.628,2458065.17214,10.6784,1204.82,14.2286012653,352.327635236
771,01/01/2000 00:12:53.608,2017,11,7,16.0,7.0,53.608,662873.608,2458065.17215,10.6739,1205.25,14.2215817418,352.453380893
772,01/01/2000 00:12:54.586,2017,11,7,16.0,7.0,54.586,662874.586,2458065.17216,10.6795,1205.43,14.2303171488,352.50601861
773,01/01/2000 00:12:55.568,2017,11,7,16.0,7.0,55.568,662875.568,2458065.17217,10.69,1206.7,14.2466960369,352.877406948
774,01/01/2000 00:12:56.548,2017,11,7,16.0,7.0,56.548,662876.548,2458065.17218,10.6885,1206.48,14.2443561958,352.81307196
775,01/01/2000 00:12:57.523,2017,11,7,16.0,7.0,57.523,662877.523,2458065.17219,10.6908,1206.59,14.2479439522,352.845239454
776,01/01/2000 00:12:58.499,2017,11,7,16.0,7.0,58.499,662878.499,2458065.1722,10.6864,1206.69,14.2410804181,352.87448263
